Wave	PROMISSAO_Agua_1_vs_Agua_1	PROMISSAO_Amostra_P03_vs_Agua_1	PROMISSAO_Amostra_P19_vs_Agua_1	PROMISSAO_Amostra_P18_vs_Agua_1	PROMISSAO_Amostra_P11_vs_Agua_1	PROMISSAO_Amostra_P14_vs_Agua_1	PROMISSAO_Amostra_P14_vs_Agua_1.1	PROMISSAO_Agua_2_vs_Agua_1	PROMISSAO_Amostra_P13_vs_Agua_1A	PROMISSAO_Amostra_P12_vs_Agua_1A	PROMISSAO_Amostra_P01_vs_Agua_1A	PROMISSAO_Amostra_P07_vs_Agua_1A	PROMISSAO_Amostra_P22_vs_Agua_1A	PROMISSAO_Amostra_P08_vs_Agua_1A	PROMISSAO_Agua_5_vs_Agua_4
538	-8.1e-05	0.004923	0.00886	0.006208	0.010315	0.008661	0.008661	0.00015725	0.011651	0.006922	0.007129	0.008176	0.011537	0.013626	-2.63333e-05
539	-8.1e-05	0.004834	0.008831	0.006138	0.010237	0.00857	0.00857	0.0001685	0.011548	0.006855	0.007047	0.008086	0.011421	0.013533	-1.96667e-05
540	-7.5e-05	0.00481	0.008783	0.006038	0.010132	0.008504	0.008504	0.0001715	0.011453	0.00677	0.007	0.008008	0.01133	0.01342	1.1666700000000001e-05
541	-7.9e-05	0.004728	0.008735	0.005972	0.010032	0.008404	0.008404	0.00016425	0.011337	0.006693	0.006906	0.007924	0.011263	0.013354	1.2e-05
542	-7.4e-05	0.004681	0.00863	0.005905	0.009936	0.008339	0.008339	0.0001575	0.011201	0.006591	0.006812	0.00785	0.011177	0.013228	5.66667e-06
543	-8e-05	0.004571	0.008547	0.00586	0.009856	0.008235	0.008235	0.00015975	0.011095	0.006533	0.006752	0.007797	0.011113	0.013168	9.66667e-06
544	-6.1e-05	0.004537	0.008474	0.005817	0.009773	0.008166	0.008166	0.00017775	0.011004	0.006464	0.006736	0.007736	0.011055	0.013104	4e-06
545	-6.4e-05	0.004475	0.00842	0.005742	0.009687	0.008059	0.008059	0.0001815	0.010942	0.006402	0.006741	0.007686	0.011016	0.013054	1.06667e-05
546	-5.4e-05	0.004472	0.008365	0.005677	0.009597	0.007998	0.007998	0.00017625	0.010831	0.006304	0.006668	0.007594	0.010915	0.012982	4e-06
547	-7.7e-05	0.004416	0.00829	0.005585	0.009504	0.007906	0.007906	0.0001645	0.010731	0.006253	0.006621	0.007525	0.010827	0.012882	-1.1333300000000002e-05
548	-7e-05	0.00441	0.008233	0.005572	0.009443	0.00785	0.00785	0.0001785	0.010612	0.006201	0.006549	0.007477	0.010761	0.012805	-1.86667e-05
549	-0.000104	0.004349	0.008178	0.005502	0.00936	0.00778	0.00778	0.000183	0.010521	0.006175	0.006509	0.007435	0.010721	0.012738	-1.06667e-05
550	-0.000113	0.004288	0.008104	0.005455	0.009269	0.007697	0.007697	0.00016975	0.010416	0.00609	0.006403	0.007367	0.010646	0.012631	-9.33333e-06
551	-0.000106	0.004206	0.008044	0.005352	0.009139	0.007603	0.007603	0.00015575	0.010332	0.006013	0.006359	0.007273	0.01057	0.01255	1.33333e-06
552	-6.1e-05	0.004193	0.007995	0.005316	0.009072	0.007525	0.007525	0.0001665	0.010246	0.005916	0.006302	0.007197	0.010488	0.012439	-2.66667e-06
553	-3.8e-05	0.004162	0.00796	0.005246	0.008986	0.007475	0.007475	0.000182	0.010192	0.005885	0.006279	0.007152	0.010455	0.012378	1.2666699999999999e-05
554	-7.8e-05	0.004117	0.007878	0.00519	0.008919	0.007388	0.007388	0.00017575	0.010097	0.005803	0.00622	0.007105	0.010397	0.01228	-6.666669999999996e-07
555	-9.9e-05	0.004008	0.007802	0.005103	0.008809	0.007296	0.007296	0.000152	0.01002	0.005763	0.00616	0.00706	0.010359	0.012196	-3e-06
556	-0.000121	0.003952	0.007736	0.00505	0.00877	0.007187	0.007187	0.00014375	0.009902	0.005662	0.006119	0.006994	0.010291	0.012113	-9.999999999999997e-07
557	-0.000113	0.003892	0.007683	0.004979	0.00869	0.007127	0.007127	0.00013325	0.009847	0.005631	0.006081	0.006968	0.010269	0.012063	8e-06
558	-9.5e-05	0.003876	0.007631	0.004926	0.008626	0.007059	0.007059	0.000147	0.009767	0.00555	0.006032	0.00691	0.010215	0.011997	1.2e-05
559	-6.6e-05	0.003832	0.007583	0.004873	0.008496	0.007018	0.007018	0.0001465	0.009693	0.005492	0.00596	0.006851	0.010151	0.01193	3.999999999999999e-06
560	-4.8e-05	0.003811	0.007529	0.004822	0.008429	0.006968	0.006968	0.00016925	0.009598	0.005412	0.005886	0.00678	0.010059	0.011855	-1.3666700000000002e-05
561	-5.4e-05	0.003761	0.007476	0.004792	0.008341	0.006912	0.006912	0.0001505	0.009497	0.005318	0.005788	0.006695	0.009959	0.01173	-1e-05
562	-7.4e-05	0.003711	0.007426	0.004738	0.008279	0.006838	0.006838	0.00014725	0.009396	0.005252	0.005729	0.006658	0.009902	0.011649	-5e-06
563	-8.1e-05	0.00368	0.007385	0.004706	0.008202	0.006751	0.006751	0.0001255	0.009303	0.005175	0.005658	0.006569	0.009848	0.011536	-5e-06
564	-0.000107	0.003643	0.007347	0.004626	0.008137	0.006682	0.006682	0.00013325	0.009202	0.005127	0.005629	0.006539	0.00981	0.011494	-4.03333e-05
565	-0.000104	0.003633	0.007291	0.004588	0.0081	0.006624	0.006624	0.000141	0.009126	0.005063	0.005587	0.006484	0.009769	0.011422	-4e-05
566	-0.00011	0.003584	0.007249	0.00453	0.008032	0.006581	0.006581	0.00015375	0.009054	0.00502	0.005558	0.006468	0.009723	0.011364	-2.83333e-05
567	-0.000103	0.003548	0.007174	0.004493	0.007963	0.006505	0.006505	0.00013675	0.008973	0.004949	0.005521	0.006394	0.009666	0.011292	7.3333299999999984e-06
568	-0.000101	0.003505	0.007134	0.004433	0.007902	0.006447	0.006447	0.00013375	0.008921	0.004889	0.00547	0.006323	0.009589	0.011229	4.66667e-06
569	-4.7e-05	0.003511	0.007123	0.004416	0.00787	0.006407	0.006407	0.0001545	0.008843	0.004834	0.005423	0.006253	0.009544	0.011193	4e-06
570	-2.7e-05	0.003488	0.007107	0.004368	0.007811	0.006386	0.006386	0.0001725	0.008812	0.004818	0.005381	0.006215	0.009523	0.011147	-1.56667e-05
571	-3.5e-05	0.003439	0.007055	0.004329	0.007731	0.00632	0.00632	0.000174	0.008719	0.004759	0.005345	0.006161	0.00946	0.011056	-2.33333e-05
572	-7.5e-05	0.003387	0.006986	0.004283	0.007672	0.006262	0.006262	0.0001585	0.008667	0.004708	0.005295	0.006106	0.009407	0.010972	-3.7e-05
573	-8.1e-05	0.003343	0.006933	0.00424	0.00762	0.006206	0.006206	0.00017325	0.008596	0.004614	0.005259	0.006044	0.009342	0.01089	-2.83333e-05
574	-8.6e-05	0.003293	0.00687	0.004178	0.007541	0.006164	0.006164	0.000159	0.008537	0.004596	0.005227	0.006009	0.009301	0.010853	-2.63333e-05
575	-9.6e-05	0.003242	0.006801	0.004109	0.007455	0.006078	0.006078	0.0001515	0.008455	0.004532	0.005196	0.005939	0.009236	0.010751	7.999999999999998e-06
576	-0.000125	0.003215	0.006744	0.004072	0.007399	0.005999	0.005999	0.00012375	0.008363	0.004495	0.005146	0.005893	0.009168	0.010687	1.63333e-05
577	-0.000113	0.003229	0.006734	0.004054	0.007352	0.005951	0.005951	0.0001485	0.008299	0.0044	0.005095	0.005828	0.00913	0.010624	2.5e-05
578	-0.000121	0.00322	0.006707	0.004043	0.007299	0.005924	0.005924	0.000145	0.008262	0.004365	0.005042	0.005795	0.009081	0.010621	2.6666700000000007e-06
579	-0.000109	0.003196	0.006676	0.003999	0.007229	0.005865	0.005865	0.000166	0.008223	0.004313	0.004983	0.005769	0.009034	0.010586	-1.2e-05
580	-0.000122	0.003135	0.006617	0.003975	0.007194	0.005816	0.005816	0.0001545	0.008157	0.004298	0.004941	0.005706	0.008981	0.010532	-7e-06
581	-0.000119	0.003073	0.006556	0.003914	0.00712	0.005755	0.005755	0.00016025	0.008046	0.004238	0.004896	0.005651	0.008929	0.010479	6.6666700000000005e-06
582	-0.000122	0.003032	0.006506	0.003877	0.007067	0.005717	0.005717	0.00014275	0.007944	0.00419	0.004858	0.005564	0.008892	0.010412	4e-06
583	-0.000111	0.003023	0.006473	0.003818	0.006999	0.005635	0.005635	0.0001335	0.007864	0.004126	0.004789	0.005546	0.008824	0.010366	2.33333e-06
584	-0.00012	0.00298	0.006466	0.003775	0.006955	0.005552	0.005552	0.0001275	0.00781	0.0041	0.004785	0.005534	0.008803	0.01032	3.333330000000001e-07
585	-9.5e-05	0.002952	0.006434	0.003743	0.006923	0.005495	0.005495	0.000128	0.007787	0.004064	0.004758	0.005524	0.00876	0.010288	-8.66667e-06
586	-0.0001	0.002905	0.006397	0.003695	0.006866	0.005447	0.005447	0.00013475	0.007757	0.004054	0.004753	0.005499	0.008744	0.010245	-2.43333e-05
587	-6.9e-05	0.002874	0.006346	0.003671	0.006824	0.00543	0.00543	0.00012575	0.007696	0.003987	0.004673	0.005411	0.008664	0.010163	-3.56667e-05
588	-8.6e-05	0.002831	0.006306	0.003639	0.006759	0.005378	0.005378	0.0001275	0.00762	0.003963	0.004642	0.005364	0.008611	0.010125	-3.5e-05
589	-8.1e-05	0.002799	0.006257	0.0036	0.006709	0.005327	0.005327	9.65e-05	0.007544	0.003871	0.004581	0.005278	0.008551	0.010048	-4.43333e-05
590	-0.000102	0.002801	0.006216	0.003538	0.006658	0.005277	0.005277	0.00011325	0.007501	0.003844	0.004548	0.005273	0.008519	0.010021	-3.53333e-05
591	-9.8e-05	0.002805	0.006196	0.00354	0.006633	0.005265	0.005265	0.00011275	0.007456	0.003789	0.004513	0.005238	0.008472	0.009968	2.3333300000000023e-06
592	-0.000122	0.002793	0.006148	0.003498	0.006594	0.005207	0.005207	0.000134	0.007391	0.003778	0.004483	0.005235	0.008431	0.009958	5e-05
593	-0.000129	0.002758	0.006118	0.003495	0.006579	0.005161	0.005161	0.0001125	0.00731	0.003727	0.004475	0.00519	0.008349	0.009888	4.86667e-05
594	-0.000121	0.002724	0.006058	0.003429	0.006506	0.005093	0.005093	0.00011575	0.007257	0.003702	0.004448	0.005167	0.008314	0.009849	3.96667e-05
595	-9.8e-05	0.002723	0.00606	0.003444	0.006495	0.005105	0.005105	0.00012225	0.007205	0.003658	0.004445	0.005127	0.008258	0.009772	2.6666699999999973e-06
596	-8.5e-05	0.0027	0.006005	0.003408	0.006424	0.005049	0.005049	0.00012675	0.007194	0.003627	0.004404	0.005088	0.008234	0.009741	-2.43333e-05
597	-9e-05	0.002666	0.005973	0.00338	0.0064	0.005018	0.005018	0.00013125	0.007165	0.003607	0.004426	0.005071	0.008196	0.009687	-2.46667e-05
598	-0.0001	0.002623	0.005912	0.003323	0.00632	0.004948	0.004948	0.000129	0.007142	0.003583	0.004408	0.005056	0.00816	0.009655	-2.63333e-05
599	-0.0001	0.002589	0.005883	0.003286	0.006287	0.004942	0.004942	0.00014025	0.007075	0.003558	0.004408	0.005022	0.008136	0.009612	-3.6666700000000013e-06
600	-8.3e-05	0.002579	0.005841	0.003255	0.006243	0.004897	0.004897	0.00013475	0.007002	0.003511	0.004322	0.004966	0.008072	0.009546	1.13333e-05
601	-3.7e-05	0.002563	0.005831	0.003247	0.006218	0.004893	0.004893	0.00014725	0.006919	0.003469	0.004279	0.004915	0.008042	0.009487	9.66667e-06
602	-4.000000000000002e-06	0.002545	0.005805	0.003246	0.00618	0.004846	0.004846	0.000135	0.006859	0.003424	0.004215	0.004873	0.007992	0.009416	1.06667e-05
603	-4e-06	0.002511	0.005792	0.003217	0.006132	0.004832	0.004832	0.000141	0.006786	0.003363	0.004204	0.004829	0.007947	0.009364	-4.33333e-06
604	-1.9e-05	0.002476	0.005743	0.003198	0.006091	0.004777	0.004777	0.00011925	0.00673	0.003324	0.004146	0.004778	0.007908	0.00932	2.43333e-05
605	-3.2e-05	0.002479	0.005729	0.00316	0.006024	0.004766	0.004766	0.00014475	0.006652	0.00329	0.004116	0.00478	0.007868	0.009274	2.73333e-05
606	-3.6e-05	0.002466	0.005713	0.003158	0.005991	0.00472	0.00472	0.00013275	0.006602	0.003273	0.004086	0.004762	0.007843	0.009211	1.1333299999999999e-05
607	-5.9e-05	0.002429	0.005694	0.00312	0.005934	0.004681	0.004681	0.000144	0.006577	0.003262	0.004102	0.004781	0.007808	0.009151	-1.03333e-05
608	-4.8e-05	0.002412	0.005668	0.003134	0.005924	0.004643	0.004643	0.00013925	0.006567	0.003248	0.004097	0.004753	0.007789	0.009122	-1.83333e-05
609	-8.7e-05	0.002381	0.005631	0.003097	0.00588	0.004612	0.004612	0.00013575	0.006512	0.003201	0.004044	0.004704	0.007754	0.009075	-1.03333e-05
610	-9.8e-05	0.002379	0.005591	0.003108	0.005851	0.004601	0.004601	0.00012675	0.006456	0.003166	0.004003	0.004649	0.007739	0.00905	1.9999999999999995e-06
611	-0.000138	0.002347	0.005568	0.003058	0.0058	0.004583	0.004583	0.00012375	0.006407	0.003131	0.003983	0.004617	0.007716	0.00901	-1.33333e-06
612	-8.3e-05	0.00235	0.005571	0.003056	0.005784	0.004585	0.004585	0.000138	0.006385	0.003132	0.003993	0.00463	0.007717	0.009018	1.4333299999999999e-05
613	-7.6e-05	0.002327	0.005565	0.003004	0.005741	0.004552	0.004552	0.000139	0.006369	0.003088	0.003955	0.004607	0.007684	0.008996	4.33333e-06
614	-7.1e-05	0.002301	0.005537	0.002986	0.005727	0.004529	0.004529	0.00011625	0.006326	0.003082	0.003925	0.004591	0.007664	0.008958	4.06667e-05
615	-0.000127	0.002244	0.0055	0.00296	0.005686	0.004498	0.004498	9.75e-05	0.00631	0.00303	0.003906	0.004549	0.007627	0.008921	3.2e-05
616	-0.000116	0.002225	0.005503	0.002973	0.005698	0.004509	0.004509	0.00010475	0.00622	0.002996	0.003877	0.004499	0.007566	0.00884	3.16667e-05
617	-0.000136	0.002188	0.005462	0.002961	0.005645	0.004468	0.004468	9.475e-05	0.006176	0.002925	0.003831	0.004445	0.007516	0.008797	3.63333e-05
618	-0.000131	0.002183	0.005427	0.002926	0.0056	0.004428	0.004428	7.525e-05	0.006074	0.002877	0.003745	0.00436	0.007437	0.008713	2.66667e-05
619	-0.000131	0.002175	0.005392	0.002919	0.005562	0.004352	0.004352	5.7e-05	0.006039	0.002829	0.003722	0.004333	0.007413	0.008663	3.3e-05
620	-0.000111	0.002177	0.005402	0.002907	0.00555	0.00433	0.00433	6.65e-05	0.005986	0.002807	0.003707	0.004296	0.007377	0.008625	7.000000000000001e-06
621	-0.000112	0.002156	0.005403	0.002933	0.005554	0.004284	0.004284	9.125e-05	0.005977	0.002808	0.003739	0.004299	0.007387	0.008613	4e-06
622	-0.000121	0.002149	0.0054	0.002901	0.005508	0.00428	0.00428	0.0001035	0.005957	0.002798	0.003712	0.00426	0.007345	0.008591	-1.3000000000000001e-05
623	-0.000132	0.002131	0.005383	0.00289	0.005499	0.004256	0.004256	0.0001065	0.005952	0.002794	0.003715	0.00426	0.007349	0.008548	-1.13333e-05
624	-0.000101	0.002163	0.005381	0.002879	0.005491	0.004289	0.004289	0.000123	0.00593	0.002808	0.003692	0.004283	0.007343	0.008528	1.3333299999999998e-05
625	-0.000102	0.002159	0.005352	0.00286	0.005487	0.004242	0.004242	0.00012575	0.005932	0.002832	0.00374	0.004316	0.007388	0.00856	1.93333e-05
626	-8.7e-05	0.002161	0.005354	0.002847	0.005449	0.004213	0.004213	0.00012975	0.005902	0.00281	0.003724	0.004294	0.007375	0.008567	-6.66667e-06
627	-0.000102	0.002129	0.005332	0.002824	0.005409	0.004149	0.004149	0.00011475	0.005881	0.002757	0.0037	0.004274	0.007354	0.008544	-2.23333e-05
628	-8.1e-05	0.00208	0.005334	0.002827	0.005366	0.004152	0.004152	0.000107	0.005847	0.002737	0.003649	0.004249	0.007339	0.008488	-2.8e-05
629	-7.8e-05	0.002064	0.005304	0.002803	0.005331	0.004115	0.004115	0.0001075	0.005824	0.002744	0.003653	0.00426	0.0073	0.008465	1.6666700000000004e-05
630	-7.5e-05	0.002012	0.005265	0.002793	0.005282	0.004076	0.004076	0.00010025	0.005774	0.002725	0.00365	0.004227	0.00726	0.008428	3.1e-05
631	-9.1e-05	0.002008	0.005241	0.002766	0.005258	0.004033	0.004033	0.00011075	0.005724	0.002686	0.00364	0.004214	0.007208	0.008406	4.36667e-05
632	-9e-05	0.001995	0.005234	0.002778	0.005239	0.004022	0.004022	0.0001065	0.005661	0.002641	0.003589	0.004166	0.007186	0.00836	3.33333e-05
633	-8.6e-05	0.002004	0.00522	0.002759	0.005207	0.004007	0.004007	0.0001065	0.005638	0.002638	0.00356	0.004148	0.007194	0.008327	1.7e-05
634	-9.4e-05	0.001975	0.005201	0.002734	0.005194	0.003974	0.003974	8.025e-05	0.005601	0.00259	0.00353	0.00412	0.007172	0.008285	2.76667e-05
635	-8.2e-05	0.001961	0.005177	0.002689	0.005163	0.00395	0.00395	9.425e-05	0.00559	0.002575	0.003494	0.004105	0.007167	0.008255	1.06667e-05
636	-9.1e-05	0.001938	0.005179	0.002669	0.005169	0.003932	0.003932	8.75e-05	0.005547	0.002516	0.003476	0.004084	0.007137	0.008226	1.8e-05
637	-8.2e-05	0.00194	0.005159	0.002679	0.005127	0.003926	0.003926	0.00010425	0.005495	0.002524	0.00343	0.004046	0.007112	0.008189	5.333330000000001e-06
638	-9.8e-05	0.001902	0.005144	0.00267	0.005096	0.003905	0.003905	7.85e-05	0.005403	0.002455	0.003408	0.004002	0.007051	0.008125	9.33333e-06
639	-8.2e-05	0.0019	0.005128	0.002673	0.005067	0.003891	0.003891	0.00010125	0.005361	0.002446	0.003396	0.00397	0.007009	0.008099	4.2666699999999996e-05
640	-9.5e-05	0.001868	0.005115	0.002643	0.005046	0.003855	0.003855	7.05e-05	0.005328	0.00239	0.003395	0.003934	0.006967	0.008052	6.2e-05
641	-0.00012	0.00186	0.00508	0.002612	0.005022	0.003817	0.003817	7.6e-05	0.005319	0.002414	0.003371	0.003928	0.006933	0.008044	9.23333e-05
642	-0.000141	0.001836	0.005053	0.002572	0.004987	0.003767	0.003767	5.225e-05	0.00527	0.002358	0.003327	0.003874	0.006883	0.007975	4.8e-05
643	-0.000141	0.001856	0.005035	0.002555	0.004964	0.003759	0.003759	6.175e-05	0.005216	0.002364	0.003319	0.003867	0.006839	0.007949	5.53333e-05
644	-0.000107	0.001857	0.005046	0.002564	0.00496	0.003758	0.003758	7.975e-05	0.005188	0.00231	0.003315	0.003853	0.006812	0.007921	2.83333e-05
645	-8.5e-05	0.001858	0.005037	0.002585	0.004931	0.003759	0.003759	8.55e-05	0.005177	0.002333	0.003324	0.003891	0.006828	0.007954	4.43333e-05
646	-8e-05	0.001832	0.005034	0.002566	0.004895	0.003745	0.003745	9.125e-05	0.005174	0.002283	0.003314	0.003882	0.006807	0.007957	3.96667e-05
647	-0.000104	0.001817	0.005001	0.002543	0.004863	0.003709	0.003709	6.95e-05	0.005149	0.002285	0.003334	0.003879	0.006817	0.007964	3.13333e-05
648	-0.000139	0.001763	0.004974	0.00248	0.004823	0.003691	0.003691	5.825e-05	0.005082	0.002245	0.00331	0.003841	0.006771	0.007925	2.06667e-05
649	-0.000114	0.001764	0.004966	0.002491	0.004825	0.003673	0.003673	6.9e-05	0.005043	0.002271	0.003309	0.003832	0.006785	0.007897	-1.3333300000000017e-06
650	-8.9e-05	0.001742	0.004971	0.002484	0.004788	0.003661	0.003661	8.225e-05	0.004983	0.002221	0.003262	0.003807	0.006737	0.007842	4e-06
651	-4.8e-05	0.001761	0.004958	0.002492	0.004786	0.003642	0.003642	9.15e-05	0.004951	0.002212	0.003259	0.003762	0.006694	0.007806	2.63333e-05
652	-8.3e-05	0.00172	0.004921	0.002455	0.004749	0.003594	0.003594	7.625e-05	0.004898	0.002144	0.003235	0.003723	0.006638	0.007754	1.6e-05
653	-9.6e-05	0.001719	0.004904	0.002427	0.004732	0.003562	0.003562	6.1e-05	0.004884	0.002148	0.003234	0.003693	0.006598	0.00772	4.33333e-05
654	-9.1e-05	0.001724	0.004925	0.002421	0.004714	0.003559	0.003559	7.575e-05	0.004825	0.002096	0.003199	0.00368	0.006577	0.007659	3.26667e-05
655	-8.6e-05	0.001734	0.004885	0.002393	0.00469	0.003544	0.003544	8.15e-05	0.004799	0.002089	0.003178	0.003668	0.006553	0.007644	2.93333e-05
656	-8.6e-05	0.00172	0.004868	0.002389	0.004706	0.003547	0.003547	8.9e-05	0.004734	0.002028	0.003165	0.003633	0.006531	0.007612	1.2e-05
657	-9.3e-05	0.001717	0.004845	0.00237	0.004698	0.003512	0.003512	8.575e-05	0.004741	0.00201	0.00315	0.003624	0.00651	0.007613	-4.33333e-06
658	-9.1e-05	0.001702	0.004844	0.002393	0.004677	0.003509	0.003509	0.0001	0.004694	0.001972	0.003105	0.003602	0.006446	0.007584	1.23333e-05
659	-7.7e-05	0.001708	0.004842	0.002396	0.004644	0.00349	0.00349	0.0001015	0.004689	0.001958	0.003067	0.003596	0.00642	0.007555	3.3333299999999995e-06
660	-8.3e-05	0.001708	0.004848	0.002428	0.00465	0.003488	0.003488	0.00011675	0.004651	0.001929	0.003046	0.003603	0.006384	0.007503	2.16667e-05
661	-6.4e-05	0.001719	0.004865	0.0024	0.004641	0.003484	0.003484	0.00011375	0.004636	0.001913	0.003038	0.003577	0.006391	0.00745	3.7e-05
662	-0.00011	0.001688	0.004825	0.002363	0.004593	0.00345	0.00345	9.825e-05	0.004572	0.001897	0.003016	0.003547	0.006355	0.0074	4.46667e-05
663	-0.000117	0.001659	0.004798	0.00232	0.004542	0.003441	0.003441	6.5e-05	0.004543	0.001882	0.002996	0.003495	0.00632	0.007367	4.23333e-05
664	-0.000138	0.001639	0.004771	0.002324	0.004528	0.003422	0.003422	5.15e-05	0.004506	0.001829	0.002981	0.003463	0.006276	0.007332	9.999999999999999e-06
665	-9.8e-05	0.001666	0.00479	0.002354	0.004532	0.003433	0.003433	7.025e-05	0.004507	0.001801	0.002981	0.003464	0.006269	0.007328	-6.3333299999999996e-06
666	-0.000114	0.001661	0.004756	0.002349	0.004513	0.003388	0.003388	7.125e-05	0.004463	0.001761	0.002977	0.003451	0.006248	0.007284	-1.03333e-05
667	-0.000112	0.001669	0.004762	0.002356	0.00451	0.00338	0.00338	7.4e-05	0.004423	0.001788	0.002977	0.003467	0.00623	0.007258	-1.16667e-05
668	-0.000139	0.001663	0.004722	0.002331	0.004488	0.003333	0.003333	5.875e-05	0.004384	0.00178	0.002968	0.003458	0.0062	0.007225	-1.9999999999999995e-06
669	-0.000132	0.001667	0.004735	0.002327	0.004478	0.00333	0.00333	6.225e-05	0.004368	0.001805	0.002985	0.003474	0.006211	0.007227	-1.9e-05
670	-0.000123	0.001677	0.004721	0.002316	0.004475	0.003321	0.003321	7.1e-05	0.004344	0.001745	0.002971	0.003448	0.006195	0.007189	3.999999999999999e-06
671	-9.7e-05	0.001654	0.004741	0.002308	0.004481	0.003341	0.003341	8.775e-05	0.00432	0.001748	0.002967	0.00343	0.006189	0.007182	1.03333e-05
672	-6.9e-05	0.001691	0.00475	0.002315	0.004497	0.003352	0.003352	0.0001005	0.004294	0.001699	0.002935	0.003391	0.006152	0.007147	1.5e-05
673	-0.000103	0.001658	0.004756	0.002301	0.004463	0.003324	0.003324	8.85e-05	0.004259	0.001716	0.002915	0.003356	0.006126	0.00713	9.66667e-06
674	-0.000136	0.001633	0.004717	0.00228	0.004405	0.003294	0.003294	5.9e-05	0.004205	0.00166	0.00287	0.003304	0.006094	0.007077	-4.33333e-06
675	-0.000168	0.001589	0.004706	0.002269	0.00439	0.003263	0.003263	4.35e-05	0.004151	0.001665	0.002849	0.003287	0.006053	0.007056	9.999999999999997e-07
676	-0.000174	0.001567	0.004668	0.002229	0.004362	0.003223	0.003223	2.075e-05	0.004135	0.001645	0.002841	0.003289	0.006042	0.007045	8e-06
677	-0.000169	0.001586	0.004699	0.002246	0.004411	0.003219	0.003219	3.725e-05	0.004141	0.001684	0.002863	0.003323	0.006017	0.00703	1.13333e-05
678	-0.000179	0.00157	0.004651	0.002217	0.004355	0.003182	0.003182	1.775e-05	0.004106	0.001681	0.002842	0.003296	0.005991	0.007014	1.96667e-05
679	-0.000143	0.001592	0.004696	0.002246	0.004384	0.003197	0.003197	4.1e-05	0.004078	0.001695	0.002829	0.003299	0.005955	0.006991	0.0
680	-0.000184	0.001589	0.004658	0.002205	0.004309	0.003154	0.003154	9.5e-06	0.00401	0.00165	0.00279	0.003257	0.00591	0.006953	3.36667e-05
681	-0.000197	0.001575	0.004686	0.002202	0.004314	0.00316	0.00316	1.8e-05	0.004005	0.001638	0.002789	0.003258	0.005905	0.006935	1.06667e-05
682	-0.000206	0.001611	0.004671	0.0022	0.004284	0.003186	0.003186	3.525e-05	0.003977	0.001617	0.002753	0.003222	0.005891	0.006914	3e-06
683	-0.000172	0.001592	0.00468	0.002199	0.004302	0.003215	0.003215	5.35e-05	0.004019	0.001638	0.002754	0.003205	0.00591	0.006929	-3.16667e-05
684	-0.00014	0.001643	0.004685	0.0022	0.004314	0.003235	0.003235	6.325e-05	0.004013	0.001622	0.002746	0.003198	0.00589	0.006896	-2.16667e-05
685	-0.00016	0.001601	0.004665	0.002172	0.004296	0.003204	0.003204	3.225e-05	0.004015	0.001608	0.002781	0.003194	0.005904	0.006898	1.3333299999999997e-05
686	-0.000156	0.001637	0.004669	0.002187	0.004308	0.00321	0.00321	3.5e-05	0.003977	0.001568	0.002772	0.003196	0.005903	0.006864	3.6666699999999996e-06
687	-0.000185	0.001574	0.004633	0.002151	0.004263	0.003153	0.003153	9.999999999999999e-06	0.003954	0.001554	0.00278	0.00318	0.005913	0.006853	1.53333e-05
688	-0.000184	0.001588	0.004623	0.002156	0.004263	0.003112	0.003112	1.15e-05	0.003923	0.001513	0.002726	0.003161	0.005894	0.006829	-6e-06
689	-0.000159	0.001552	0.004631	0.002137	0.004244	0.003089	0.003089	8.75e-06	0.003873	0.001502	0.002728	0.003137	0.00585	0.0068	-9.33333e-06
690	-0.00016	0.001536	0.004628	0.002125	0.004242	0.003076	0.003076	1.3e-05	0.003854	0.001461	0.002714	0.00313	0.005827	0.006797	-2.83333e-05
691	-0.000128	0.001545	0.004661	0.002143	0.004272	0.00315	0.00315	4.75e-05	0.003827	0.001447	0.002741	0.003134	0.005784	0.006754	-3.83333e-05
692	-0.000136	0.001553	0.004656	0.002155	0.004264	0.003136	0.003136	5.85e-05	0.003842	0.001425	0.002734	0.003122	0.005758	0.006745	-3.43333e-05
693	-0.000125	0.001597	0.004678	0.002182	0.004271	0.003175	0.003175	7.725e-05	0.003827	0.001442	0.002714	0.003106	0.00574	0.006718	-2.7e-05
694	-0.000166	0.001564	0.00463	0.002128	0.0042	0.003103	0.003103	4.3e-05	0.003818	0.001439	0.002697	0.003083	0.005724	0.006708	-1.86667e-05
695	-0.0002	0.00157	0.004602	0.002087	0.004167	0.003073	0.003073	1.325e-05	0.003768	0.001422	0.002651	0.003056	0.005719	0.006688	5.666669999999999e-06
696	-0.000183	0.001551	0.00459	0.002082	0.004183	0.003059	0.003059	8.75e-06	0.003768	0.001428	0.002668	0.003074	0.005703	0.006677	7e-06
697	-0.000163	0.001553	0.004593	0.002099	0.004198	0.003057	0.003057	1e-05	0.003754	0.001406	0.002632	0.003056	0.005686	0.006653	2.43333e-05
698	-0.000142	0.001516	0.004593	0.002097	0.004195	0.003062	0.003062	1.375e-05	0.003742	0.001403	0.002643	0.003064	0.005658	0.006632	4.9999999999999996e-06
699	-0.000177	0.00149	0.004556	0.002068	0.004133	0.003048	0.003048	-1.175e-05	0.003673	0.001342	0.002598	0.003011	0.005611	0.006587	9.66667e-06
